variant	af	filter-pvalue	lrt-pvalue	beta	beta-std-err	intercept	PC1	PC2	notes
group_800	2.20E-01	1.09E-07	1.18E-01	-2.15E+00	6.37E-01	-3.88E-01	-2.03E+01	2.61E+01	bad-chisq
group_509	2.20E-01	1.12E-04	5.98E-01	6.48E-01	1.25E+00	-1.03E+00	-2.76E+01	3.76E+01	
tnp	2.20E-01	3.77E-03	1.05E-03	-2.96E+00	1.02E+00	-4.24E-01	-3.10E+01	3.88E+01	
group_18	2.20E-01	1.38E-06	5.07E-04	-3.02E+00	1.00E+00	-3.39E-01	-2.46E+01	3.23E+01	bad-chisq
group_17	2.20E-01	1.38E-06	4.93E-03	-2.75E+00	9.42E-01	-5.70E-01	-2.51E+01	3.38E+01	bad-chisq
group_7620	2.10E-01	3.00E-05	2.59E-01	1.29E+00	1.15E+00	-1.07E+00	-2.37E+01	3.43E+01	
group_7422	2.10E-01	3.00E-05	6.18E-02	2.01E+00	1.13E+00	-1.23E+00	-2.41E+01	3.59E+01	
group_7009	2.10E-01	8.57E-02	8.77E-01	1.20E-01	7.78E-01	-9.00E-01	-2.61E+01	3.50E+01	
group_6936	2.10E-01	4.61E-01	2.34E-02	-1.62E+00	7.27E-01	-6.61E-01	-2.85E+01	4.07E+01	
group_6773	2.10E-01	6.92E-03	5.05E-01	5.64E-01	8.54E-01	-1.01E+00	-2.71E+01	3.62E+01	
wbpD	2.10E-01	4.61E-01	3.86E-01	-5.91E-01	6.81E-01	-7.66E-01	-2.69E+01	3.64E+01	
group_6731	2.10E-01	8.57E-02	8.77E-01	1.20E-01	7.78E-01	-9.00E-01	-2.61E+01	3.50E+01	
group_6631	2.10E-01	4.61E-01	3.11E-01	-8.65E-01	8.54E-01	-7.57E-01	-2.78E+01	3.66E+01	
group_6434	2.10E-01	4.61E-01	2.34E-02	-1.62E+00	7.27E-01	-6.61E-01	-2.85E+01	4.07E+01	
group_6141	2.10E-01	6.92E-03	9.34E-01	-7.94E-02	9.63E-01	-8.63E-01	-2.62E+01	3.51E+01	
group_5759	2.10E-01	8.57E-02	8.77E-01	1.20E-01	7.78E-01	-9.00E-01	-2.61E+01	3.50E+01	
group_5592	2.10E-01	3.09E-06	1.36E-01	1.40E+00	1.14E+00	-1.01E+00	-2.12E+01	3.09E+01	bad-chisq
group_5073	2.10E-01	1.41E-03	4.49E-02	-1.89E+00	9.84E-01	-5.46E-01	-2.64E+01	3.37E+01	
group_4597	2.10E-01	2.53E-07	8.21E-05	-4.35E+00	6.09E-01	-5.36E-01	-2.70E+01	3.66E+01	bad-chisq
group_3740	2.10E-01	2.53E-07	8.21E-05	-4.35E+00	6.09E-01	-5.36E-01	-2.70E+01	3.66E+01	bad-chisq
group_3618	2.10E-01	3.00E-05	2.59E-01	1.29E+00	1.15E+00	-1.07E+00	-2.37E+01	3.43E+01	
group_3246	2.10E-01	8.06E-01	2.88E-01	-1.02E+00	9.92E-01	-6.39E-01	-2.69E+01	3.42E+01	
group_3133	2.10E-01	6.92E-03	5.05E-01	5.64E-01	8.54E-01	-1.01E+00	-2.71E+01	3.62E+01	
group_2969	2.10E-01	4.61E-01	9.36E-01	-5.45E-02	6.79E-01	-8.69E-01	-2.61E+01	3.52E+01	
group_2828	2.10E-01	6.92E-03	9.34E-01	-7.94E-02	9.63E-01	-8.63E-01	-2.62E+01	3.51E+01	
group_2558	2.10E-01	2.71E-02	8.24E-01	-2.40E-01	1.08E+00	-8.28E-01	-2.58E+01	3.45E+01	
group_2505	2.10E-01	6.92E-03	1.55E-04	-3.35E+00	9.58E-01	-9.04E-01	-3.63E+01	5.10E+01	
group_2457	2.10E-01	4.61E-01	7.31E-01	-2.32E-01	6.73E-01	-8.30E-01	-2.61E+01	3.56E+01	
group_2420	2.10E-01	4.61E-01	7.31E-01	-2.32E-01	6.73E-01	-8.30E-01	-2.61E+01	3.56E+01	
group_2344	2.10E-01	4.61E-01	7.31E-01	-2.32E-01	6.73E-01	-8.30E-01	-2.61E+01	3.56E+01	
group_2166	2.10E-01	4.61E-01	7.31E-01	-2.32E-01	6.73E-01	-8.30E-01	-2.61E+01	3.56E+01	
group_1943	2.10E-01	8.57E-02	8.77E-01	1.20E-01	7.78E-01	-9.00E-01	-2.61E+01	3.50E+01	
group_1851	2.10E-01	8.06E-01	4.38E-02	-1.43E+00	7.20E-01	-6.92E-01	-2.85E+01	4.01E+01	
group_1505	2.10E-01	1.41E-03	5.22E-04	2.77E+00	8.57E-01	-1.53E+00	-2.76E+01	2.97E+01	
group_1498	2.10E-01	2.20E-01	2.25E-01	-8.96E-01	7.39E-01	-6.96E-01	-2.62E+01	3.52E+01	
group_975	2.10E-01	8.57E-02	4.79E-01	-5.24E-01	7.39E-01	-7.52E-01	-2.57E+01	3.46E+01	
group_880	2.10E-01	6.92E-03	5.05E-01	5.64E-01	8.54E-01	-1.01E+00	-2.71E+01	3.62E+01	
group_869	2.10E-01	4.61E-01	3.86E-01	-5.91E-01	6.81E-01	-7.66E-01	-2.69E+01	3.64E+01	
group_796	2.10E-01	6.92E-03	2.73E-01	-9.39E-01	8.72E-01	-7.89E-01	-2.60E+01	3.65E+01	
group_745	2.10E-01	6.92E-03	7.59E-03	2.07E+00	8.01E-01	-1.34E+00	-2.67E+01	3.04E+01	
group_502	2.10E-01	3.09E-06	2.71E-03	-2.78E+00	9.65E-01	-4.50E-01	-2.42E+01	3.21E+01	bad-chisq
group_7556	2.00E-01	5.73E-07	5.87E-01	-1.38E+00	6.74E-01	-4.81E-01	-2.07E+01	2.69E+01	bad-chisq
group_7522	2.00E-01	5.73E-07	5.03E-01	-1.43E+00	6.72E-01	-4.75E-01	-2.07E+01	2.69E+01	bad-chisq
group_7511	2.00E-01	6.80E-06	1.00E+00	1.29E-01	9.38E-01	-7.58E-01	-2.37E+01	3.17E+01	bad-chisq
group_7442	2.00E-01	6.17E-01	8.07E-02	-1.25E+00	7.19E-01	-7.01E-01	-2.75E+01	3.85E+01	
group_7219	2.00E-01	6.80E-06	1.00E+00	1.29E-01	9.38E-01	-7.58E-01	-2.37E+01	3.17E+01	bad-chisq
dmpM	2.00E-01	6.80E-06	1.00E+00	1.29E-01	9.38E-01	-7.58E-01	-2.37E+01	3.17E+01	bad-chisq
group_7184	2.00E-01	6.80E-06	1.00E+00	1.29E-01	9.38E-01	-7.58E-01	-2.37E+01	3.17E+01	bad-chisq
group_7146	2.00E-01	1.24E-02	1.12E-02	-1.89E+00	7.84E-01	-5.66E-01	-2.65E+01	3.84E+01	
group_7014	2.00E-01	5.73E-07	1.35E-01	-2.09E+00	6.33E-01	-4.07E-01	-2.05E+01	2.64E+01	bad-chisq
group_6835	2.00E-01	6.80E-06	1.44E-01	1.37E+00	1.14E+00	-1.00E+00	-2.14E+01	3.11E+01	bad-chisq
group_6770	2.00E-01	5.73E-07	5.87E-01	-1.38E+00	6.74E-01	-4.81E-01	-2.07E+01	2.69E+01	bad-chisq
group_6724	2.00E-01	6.17E-01	8.07E-02	-1.25E+00	7.19E-01	-7.01E-01	-2.75E+01	3.85E+01	
group_6713	2.00E-01	6.17E-01	8.07E-02	-1.25E+00	7.19E-01	-7.01E-01	-2.75E+01	3.85E+01	
group_6643	2.00E-01	6.33E-05	2.21E-04	2.99E+00	9.32E-01	-1.47E+00	-2.74E+01	3.16E+01	
group_5922	2.00E-01	6.17E-01	8.07E-02	-1.25E+00	7.19E-01	-7.01E-01	-2.75E+01	3.85E+01	
group_5902	2.00E-01	1.00E+00	2.89E-01	-1.02E+00	9.93E-01	-6.40E-01	-2.69E+01	3.43E+01	
group_5677	2.00E-01	6.17E-01	8.07E-02	-1.25E+00	7.19E-01	-7.01E-01	-2.75E+01	3.85E+01	
group_5490	2.00E-01	6.17E-01	8.07E-02	-1.25E+00	7.19E-01	-7.01E-01	-2.75E+01	3.85E+01	
group_4362	2.00E-01	6.80E-06	1.44E-01	1.37E+00	1.14E+00	-1.00E+00	-2.14E+01	3.11E+01	bad-chisq
group_3641	2.00E-01	6.17E-01	8.07E-02	-1.25E+00	7.19E-01	-7.01E-01	-2.75E+01	3.85E+01	
group_3570	2.00E-01	1.00E+00	6.00E-01	-5.27E-01	1.01E+00	-7.68E-01	-2.63E+01	3.46E+01	
group_3370	2.00E-01	5.73E-07	5.03E-01	-1.43E+00	6.72E-01	-4.75E-01	-2.07E+01	2.69E+01	bad-chisq
group_3331	2.00E-01	4.65E-04	8.05E-01	2.38E-01	9.61E-01	-9.21E-01	-2.56E+01	3.50E+01	
group_3213	2.00E-01	1.00E+00	2.89E-01	-1.02E+00	9.93E-01	-6.40E-01	-2.69E+01	3.43E+01	
group_3170	2.00E-01	2.70E-03	1.64E-01	-1.40E+00	1.03E+00	-8.34E-01	-2.66E+01	3.75E+01	
finQ	2.00E-01	6.17E-01	8.07E-02	-1.25E+00	7.19E-01	-7.01E-01	-2.75E+01	3.85E+01	
group_3069	2.00E-01	1.00E+00	2.89E-01	-1.02E+00	9.93E-01	-6.40E-01	-2.69E+01	3.43E+01	
group_3025	2.00E-01	4.65E-04	7.19E-01	3.60E-01	1.00E+00	-9.33E-01	-2.53E+01	3.48E+01	
group_3019	2.00E-01	4.65E-04	7.14E-01	3.69E-01	1.01E+00	-9.33E-01	-2.53E+01	3.48E+01	
group_2814	2.00E-01	4.65E-04	7.52E-02	1.63E+00	9.92E-01	-1.20E+00	-2.56E+01	3.64E+01	
group_2809	2.00E-01	6.33E-05	8.21E-01	2.46E-01	1.09E+00	-9.17E-01	-2.55E+01	3.49E+01	
group_2772	2.00E-01	6.33E-05	8.21E-01	2.46E-01	1.09E+00	-9.17E-01	-2.55E+01	3.49E+01	
group_2693	2.00E-01	5.73E-07	1.19E-05	-4.99E+00	6.01E-01	-7.02E-01	-2.96E+01	4.18E+01	bad-chisq
group_2638	2.00E-01	6.80E-06	6.76E-02	1.87E+00	1.04E+00	-1.10E+00	-2.14E+01	3.21E+01	bad-chisq
group_2422	2.00E-01	1.34E-01	6.98E-02	1.35E+00	7.56E-01	-1.18E+00	-2.68E+01	3.28E+01	
group_2386	2.00E-01	5.73E-07	1.19E-05	-4.99E+00	6.01E-01	-7.02E-01	-2.96E+01	4.18E+01	bad-chisq
group_2274	2.00E-01	5.73E-07	1.19E-05	-4.99E+00	6.01E-01	-7.02E-01	-2.96E+01	4.18E+01	bad-chisq
group_2201	2.00E-01	1.00E+00	1.62E-01	-1.00E+00	7.19E-01	-7.52E-01	-2.73E+01	3.81E+01	
group_2195	2.00E-01	5.73E-07	5.87E-01	-1.38E+00	6.74E-01	-4.81E-01	-2.07E+01	2.69E+01	bad-chisq
group_2019	2.00E-01	5.73E-07	1.19E-05	-4.99E+00	6.01E-01	-7.02E-01	-2.96E+01	4.18E+01	bad-chisq
group_1820	2.00E-01	5.73E-07	5.87E-01	-1.38E+00	6.74E-01	-4.81E-01	-2.07E+01	2.69E+01	bad-chisq
group_1779	2.00E-01	1.24E-02	5.69E-01	-6.44E-01	1.12E+00	-7.96E-01	-2.60E+01	3.45E+01	
group_1631	2.00E-01	6.17E-01	8.07E-02	-1.25E+00	7.19E-01	-7.01E-01	-2.75E+01	3.85E+01	
dmpN	2.00E-01	6.80E-06	1.00E+00	1.29E-01	9.38E-01	-7.58E-01	-2.37E+01	3.17E+01	bad-chisq
group_1497	2.00E-01	3.17E-01	2.47E-01	-8.66E-01	7.48E-01	-7.18E-01	-2.63E+01	3.54E+01	
dmpP	2.00E-01	6.80E-06	1.00E+00	1.29E-01	9.38E-01	-7.58E-01	-2.37E+01	3.17E+01	bad-chisq
mhpL	2.00E-01	6.80E-06	1.00E+00	1.29E-01	9.38E-01	-7.58E-01	-2.37E+01	3.17E+01	bad-chisq
group_1147	2.00E-01	1.24E-02	1.12E-02	-1.89E+00	7.84E-01	-5.66E-01	-2.65E+01	3.84E+01	
group_1098	2.00E-01	6.80E-06	1.00E+00	1.29E-01	9.38E-01	-7.58E-01	-2.37E+01	3.17E+01	bad-chisq
group_878	2.00E-01	5.73E-07	5.87E-01	-1.38E+00	6.74E-01	-4.81E-01	-2.07E+01	2.69E+01	bad-chisq
group_877	2.00E-01	5.73E-07	5.87E-01	-1.38E+00	6.74E-01	-4.81E-01	-2.07E+01	2.69E+01	bad-chisq
czcO	2.00E-01	1.00E+00	6.00E-01	-5.27E-01	1.01E+00	-7.68E-01	-2.63E+01	3.46E+01	
group_860	2.00E-01	5.73E-07	1.55E-01	-2.00E+00	6.61E-01	-3.69E-01	-2.02E+01	2.56E+01	bad-chisq
group_834	2.00E-01	1.24E-02	1.05E-02	-1.92E+00	7.89E-01	-5.95E-01	-2.71E+01	3.92E+01	
group_7034	1.90E-01	7.44E-02	5.20E-01	5.10E-01	8.05E-01	-9.60E-01	-2.57E+01	3.48E+01	
group_6872	1.90E-01	4.44E-01	4.99E-01	-4.70E-01	6.94E-01	-7.74E-01	-2.63E+01	3.54E+01	
group_6759	1.90E-01	7.99E-01	6.01E-01	-5.25E-01	1.01E+00	-7.69E-01	-2.63E+01	3.46E+01	
group_6438	1.90E-01	5.05E-03	1.43E-01	-1.44E+00	1.01E+00	-8.13E-01	-2.65E+01	3.73E+01	
group_6374	1.90E-01	1.32E-04	7.12E-01	3.73E-01	1.01E+00	-9.33E-01	-2.53E+01	3.47E+01	
group_6305	1.90E-01	1.47E-05	4.46E-01	9.65E-01	1.14E+00	-9.31E-01	-2.18E+01	3.13E+01	bad-chisq
group_6288	1.90E-01	1.47E-05	4.46E-01	9.65E-01	1.14E+00	-9.31E-01	-2.18E+01	3.13E+01	bad-chisq
group_6227	1.90E-01	1.47E-05	4.46E-01	9.65E-01	1.14E+00	-9.31E-01	-2.18E+01	3.13E+01	bad-chisq
group_6147	1.90E-01	1.47E-05	4.46E-01	9.65E-01	1.14E+00	-9.31E-01	-2.18E+01	3.13E+01	bad-chisq
group_5962	1.90E-01	2.18E-02	4.69E-01	7.04E-01	9.79E-01	-1.02E+00	-2.56E+01	3.56E+01	
group_5932	1.90E-01	1.32E-04	7.12E-01	3.73E-01	1.01E+00	-9.33E-01	-2.53E+01	3.47E+01	
group_5454	1.90E-01	7.44E-02	4.16E-01	-6.08E-01	7.51E-01	-7.81E-01	-2.60E+01	3.57E+01	
group_5235	1.90E-01	1.28E-06	3.38E-02	2.71E+00	6.79E-01	-1.07E+00	-1.98E+01	3.05E+01	bad-chisq
group_5075	1.90E-01	9.20E-04	2.05E-03	2.65E+00	9.29E-01	-1.24E+00	-2.49E+01	2.59E+01	
group_4843	1.90E-01	7.44E-02	5.06E-01	-4.91E-01	7.35E-01	-8.34E-01	-2.69E+01	3.73E+01	
group_4824	1.90E-01	1.47E-05	4.46E-01	9.65E-01	1.14E+00	-9.31E-01	-2.18E+01	3.13E+01	bad-chisq
group_4491	1.90E-01	1.28E-06	3.38E-02	2.71E+00	6.79E-01	-1.07E+00	-1.98E+01	3.05E+01	bad-chisq
group_4070	1.90E-01	1.32E-04	7.12E-01	3.73E-01	1.01E+00	-9.33E-01	-2.53E+01	3.47E+01	
group_3784	1.90E-01	9.20E-04	2.05E-03	2.65E+00	9.29E-01	-1.24E+00	-2.49E+01	2.59E+01	
group_3739	1.90E-01	1.28E-06	3.38E-02	2.71E+00	6.79E-01	-1.07E+00	-1.98E+01	3.05E+01	bad-chisq
group_3478	1.90E-01	7.44E-02	5.06E-01	-4.91E-01	7.35E-01	-8.34E-01	-2.69E+01	3.73E+01	
group_3044	1.90E-01	1.28E-06	3.38E-02	2.71E+00	6.79E-01	-1.07E+00	-1.98E+01	3.05E+01	bad-chisq
group_3033	1.90E-01	2.02E-01	7.87E-01	2.25E-01	8.37E-01	-9.21E-01	-2.62E+01	3.53E+01	
group_2963	1.90E-01	1.47E-05	4.46E-01	9.65E-01	1.14E+00	-9.31E-01	-2.18E+01	3.13E+01	bad-chisq
group_2955	1.90E-01	9.20E-04	3.17E-01	-1.00E+00	1.01E+00	-6.91E-01	-2.51E+01	3.32E+01	
group_2708	1.90E-01	1.47E-05	1.00E+00	2.03E-01	1.03E+00	-7.75E-01	-2.39E+01	3.21E+01	bad-chisq
group_2684	1.90E-01	1.28E-06	4.85E-04	-4.05E+00	5.93E-01	-5.72E-01	-2.57E+01	3.52E+01	bad-chisq
group_2622	1.90E-01	1.28E-06	3.38E-02	2.71E+00	6.79E-01	-1.07E+00	-1.98E+01	3.05E+01	bad-chisq
group_2587	1.90E-01	9.20E-04	1.13E-01	-1.60E+00	1.03E+00	-6.81E-01	-2.57E+01	3.43E+01	
group_2400	1.90E-01	7.44E-02	7.09E-01	2.75E-01	7.40E-01	-9.22E-01	-2.59E+01	3.42E+01	
group_1888	1.90E-01	1.47E-05	1.00E+00	2.87E-01	1.11E+00	-7.94E-01	-2.41E+01	3.25E+01	bad-chisq
group_1831	1.90E-01	4.44E-01	9.35E-01	6.30E-02	7.78E-01	-8.91E-01	-2.61E+01	3.51E+01	
group_1207	1.90E-01	1.47E-05	1.00E+00	2.03E-01	1.03E+00	-7.75E-01	-2.39E+01	3.21E+01	bad-chisq
group_1063	1.90E-01	7.44E-02	5.20E-01	5.10E-01	8.05E-01	-9.60E-01	-2.57E+01	3.48E+01	
group_1056	1.90E-01	1.28E-06	3.38E-02	2.71E+00	6.79E-01	-1.07E+00	-1.98E+01	3.05E+01	bad-chisq
group_1043	1.90E-01	1.32E-04	2.19E-01	1.26E+00	1.08E+00	-1.05E+00	-2.44E+01	3.46E+01	
group_1037	1.90E-01	1.28E-06	3.38E-02	2.71E+00	6.79E-01	-1.07E+00	-1.98E+01	3.05E+01	bad-chisq
group_864	1.90E-01	7.99E-01	5.87E-01	-5.42E-01	1.01E+00	-7.63E-01	-2.63E+01	3.45E+01	
group_831	1.90E-01	1.47E-05	5.42E-04	-2.99E+00	1.00E+00	-3.27E-01	-2.41E+01	3.18E+01	bad-chisq
group_453	1.90E-01	1.32E-04	6.71E-05	3.65E+00	1.06E+00	-1.37E+00	-2.50E+01	2.33E+01	
group_93	1.90E-01	2.02E-01	5.92E-02	-1.43E+00	7.68E-01	-6.51E-01	-2.72E+01	3.68E+01	
group_6889	1.80E-01	3.12E-05	2.25E-01	1.13E+00	1.12E+00	-9.57E-01	-2.20E+01	3.14E+01	bad-chisq
group_6819	1.80E-01	1.79E-03	1.56E-03	2.73E+00	9.30E-01	-1.26E+00	-2.54E+01	2.62E+01	
group_6421	1.80E-01	3.12E-05	2.25E-01	1.13E+00	1.12E+00	-9.57E-01	-2.20E+01	3.14E+01	bad-chisq
group_6378	1.80E-01	1.79E-03	1.56E-03	2.73E+00	9.30E-01	-1.26E+00	-2.54E+01	2.62E+01	
group_6211	1.80E-01	3.12E-05	2.25E-01	1.13E+00	1.12E+00	-9.57E-01	-2.20E+01	3.14E+01	bad-chisq
group_5954	1.80E-01	1.79E-03	1.56E-03	2.73E+00	9.30E-01	-1.26E+00	-2.54E+01	2.62E+01	
group_5947	1.80E-01	2.80E-06	3.96E-02	2.62E+00	6.77E-01	-1.06E+00	-2.01E+01	3.08E+01	bad-chisq
group_5845	1.80E-01	1.79E-03	1.56E-03	2.73E+00	9.30E-01	-1.26E+00	-2.54E+01	2.62E+01	
group_5552	1.80E-01	1.79E-03	1.56E-03	2.73E+00	9.30E-01	-1.26E+00	-2.54E+01	2.62E+01	
group_5535	1.80E-01	2.80E-06	3.96E-02	2.62E+00	6.77E-01	-1.06E+00	-2.01E+01	3.08E+01	bad-chisq
group_5491	1.80E-01	1.79E-03	1.56E-03	2.73E+00	9.30E-01	-1.26E+00	-2.54E+01	2.62E+01	
group_4919	1.80E-01	2.80E-06	3.96E-02	2.62E+00	6.77E-01	-1.06E+00	-2.01E+01	3.08E+01	bad-chisq
group_4817	1.80E-01	1.79E-03	6.17E-02	1.98E+00	1.16E+00	-1.20E+00	-2.59E+01	3.70E+01	
group_4806	1.80E-01	2.80E-06	4.87E-02	2.54E+00	6.77E-01	-1.04E+00	-2.02E+01	3.07E+01	bad-chisq
armA	1.80E-01	1.79E-03	1.56E-03	2.73E+00	9.30E-01	-1.26E+00	-2.54E+01	2.62E+01	
group_3628	1.80E-01	9.24E-03	6.51E-01	4.13E-01	9.18E-01	-9.50E-01	-2.66E+01	3.57E+01	
group_3522	1.80E-01	2.80E-06	1.76E-01	-1.96E+00	6.06E-01	-4.99E-01	-2.16E+01	2.82E+01	bad-chisq
group_3383	1.80E-01	3.73E-02	2.60E-01	8.77E-01	7.84E-01	-9.97E-01	-2.54E+01	3.19E+01	
group_3290	1.80E-01	3.12E-05	1.00E+00	-1.84E-01	1.07E+00	-6.92E-01	-2.31E+01	3.08E+01	bad-chisq
group_3196	1.80E-01	9.24E-03	6.51E-01	4.13E-01	9.18E-01	-9.50E-01	-2.66E+01	3.57E+01	
group_3152	1.80E-01	1.79E-03	1.56E-03	2.73E+00	9.30E-01	-1.26E+00	-2.54E+01	2.62E+01	
group_3144	1.80E-01	9.24E-03	6.51E-01	4.13E-01	9.18E-01	-9.50E-01	-2.66E+01	3.57E+01	
group_3042	1.80E-01	1.79E-03	7.27E-01	3.19E-01	9.20E-01	-9.25E-01	-2.56E+01	3.49E+01	
group_2998	1.80E-01	2.68E-04	4.99E-01	-8.18E-01	1.22E+00	-7.72E-01	-2.54E+01	3.39E+01	
group_2993	1.80E-01	2.98E-01	7.41E-02	-1.39E+00	7.92E-01	-7.58E-01	-2.75E+01	3.95E+01	
group_2991	1.80E-01	9.24E-03	6.51E-01	4.13E-01	9.18E-01	-9.50E-01	-2.66E+01	3.57E+01	
group_2856	1.80E-01	6.03E-01	2.92E-04	-3.33E+00	1.11E+00	-3.95E-01	-3.79E+01	4.73E+01	
group_2820	1.80E-01	3.73E-02	1.32E-01	-1.22E+00	8.44E-01	-7.05E-01	-2.56E+01	3.69E+01	
group_2817	1.80E-01	3.73E-02	1.32E-01	-1.22E+00	8.44E-01	-7.05E-01	-2.56E+01	3.69E+01	
group_2748	1.80E-01	3.73E-02	7.28E-02	-1.35E+00	7.72E-01	-6.61E-01	-2.62E+01	3.64E+01	
group_2607	1.80E-01	3.73E-02	7.28E-02	-1.35E+00	7.72E-01	-6.61E-01	-2.62E+01	3.64E+01	
group_2604	1.80E-01	9.24E-03	1.52E-01	-1.45E+00	1.01E+00	-7.20E-01	-2.65E+01	3.51E+01	
group_2512	1.80E-01	3.12E-05	1.00E+00	-2.62E-01	9.90E-01	-6.80E-01	-2.30E+01	3.05E+01	bad-chisq
group_2458	1.80E-01	3.73E-02	1.09E-02	1.95E+00	7.92E-01	-1.32E+00	-2.76E+01	3.24E+01	
group_1785	1.80E-01	3.73E-02	2.60E-01	-8.46E-01	7.57E-01	-7.18E-01	-2.57E+01	3.52E+01	
group_1488	1.80E-01	1.79E-03	1.56E-03	2.73E+00	9.30E-01	-1.26E+00	-2.54E+01	2.62E+01	
group_753	1.80E-01	1.18E-01	1.72E-01	1.18E+00	8.92E-01	-1.09E+00	-2.76E+01	3.62E+01	
group_656	1.80E-01	1.18E-01	1.08E-01	1.46E+00	9.64E-01	-1.20E+00	-2.69E+01	3.76E+01	
group_655	1.80E-01	2.98E-01	3.15E-01	9.23E-01	9.41E-01	-1.09E+00	-2.64E+01	3.68E+01	
repB	1.80E-01	1.79E-03	1.56E-03	2.73E+00	9.30E-01	-1.26E+00	-2.54E+01	2.62E+01	
group_334	1.80E-01	3.73E-02	7.54E-02	1.39E+00	8.27E-01	-1.15E+00	-2.66E+01	3.53E+01	
group_325	1.80E-01	2.98E-01	4.10E-01	5.92E-01	7.25E-01	-1.00E+00	-2.62E+01	3.48E+01	
group_235	1.80E-01	9.24E-03	2.42E-01	1.19E+00	1.06E+00	-1.12E+00	-2.81E+01	3.81E+01	
group_7160	1.70E-01	1.83E-01	1.91E-01	9.87E-01	7.73E-01	-1.07E+00	-2.66E+01	3.49E+01	
group_7105	1.70E-01	6.52E-05	3.00E-01	1.05E+00	1.12E+00	-9.55E-01	-2.21E+01	3.17E+01	bad-chisq
group_6636	1.70E-01	4.24E-01	6.60E-01	-4.91E-01	1.11E+00	-8.23E-01	-2.65E+01	3.52E+01	
group_6420	1.70E-01	6.52E-05	7.18E-02	2.50E+00	6.56E-01	-1.00E+00	-2.08E+01	3.09E+01	bad-chisq
group_6385	1.70E-01	6.52E-05	7.18E-02	2.50E+00	6.56E-01	-1.00E+00	-2.08E+01	3.09E+01	bad-chisq
group_5213	1.70E-01	1.83E-01	4.03E-01	6.37E-01	7.58E-01	-9.75E-01	-2.60E+01	3.36E+01	
group_4940	1.70E-01	5.39E-04	4.11E-04	-3.11E+00	9.97E-01	-5.34E-01	-2.76E+01	3.89E+01	
group_4921	1.70E-01	6.24E-02	2.91E-02	-1.65E+00	7.83E-01	-6.56E-01	-2.70E+01	3.83E+01	
group_4494	1.70E-01	6.24E-02	2.91E-02	-1.65E+00	7.83E-01	-6.56E-01	-2.70E+01	3.83E+01	
group_4122	1.70E-01	6.52E-05	7.18E-02	2.50E+00	6.56E-01	-1.00E+00	-2.08E+01	3.09E+01	bad-chisq
group_3907	1.70E-01	6.02E-06	2.68E-01	-1.69E+00	6.47E-01	-4.69E-01	-2.09E+01	2.72E+01	bad-chisq
group_3566	1.70E-01	1.83E-01	9.24E-01	7.44E-02	7.80E-01	-8.91E-01	-2.60E+01	3.51E+01	
group_3409	1.70E-01	1.66E-02	7.77E-01	2.35E-01	8.34E-01	-9.12E-01	-2.58E+01	3.49E+01	
group_3024	1.70E-01	7.90E-01	9.65E-03	-2.23E+00	9.37E-01	-4.93E-01	-3.09E+01	3.90E+01	
group_3014	1.70E-01	1.66E-02	1.07E-01	-1.56E+00	9.79E-01	-7.19E-01	-2.68E+01	3.57E+01	
group_3001	1.70E-01	5.39E-04	5.05E-01	-8.09E-01	1.22E+00	-7.76E-01	-2.54E+01	3.40E+01	
group_2989	1.70E-01	1.66E-02	1.07E-01	-1.56E+00	9.79E-01	-7.19E-01	-2.68E+01	3.57E+01	
group_2880	1.70E-01	6.24E-02	5.34E-04	-2.99E+00	9.39E-01	-6.57E-01	-3.32E+01	4.45E+01	
group_2697	1.70E-01	5.39E-04	5.96E-01	-6.79E-01	1.28E+00	-7.68E-01	-2.52E+01	3.36E+01	
group_2542	1.70E-01	1.83E-01	3.98E-01	6.40E-01	7.60E-01	-9.81E-01	-2.60E+01	3.36E+01	
group_2530	1.70E-01	6.52E-05	7.06E-01	-6.03E-01	9.81E-01	-6.33E-01	-2.27E+01	3.00E+01	bad-chisq
group_2353	1.70E-01	6.24E-02	2.62E-01	-8.43E-01	7.57E-01	-7.21E-01	-2.57E+01	3.52E+01	
group_2182	1.70E-01	6.24E-02	2.62E-01	-8.43E-01	7.57E-01	-7.21E-01	-2.57E+01	3.52E+01	
group_1886	1.70E-01	1.83E-01	6.62E-01	4.22E-01	9.67E-01	-9.70E-01	-2.61E+01	3.58E+01	
group_1788	1.70E-01	6.24E-02	2.62E-01	-8.43E-01	7.57E-01	-7.21E-01	-2.57E+01	3.52E+01	
group_1787	1.70E-01	6.24E-02	2.62E-01	-8.43E-01	7.57E-01	-7.21E-01	-2.57E+01	3.52E+01	
group_1786	1.70E-01	6.24E-02	2.62E-01	-8.43E-01	7.57E-01	-7.21E-01	-2.57E+01	3.52E+01	
group_1722	1.70E-01	6.24E-02	2.62E-01	-8.43E-01	7.57E-01	-7.21E-01	-2.57E+01	3.52E+01	
group_1657	1.70E-01	6.02E-06	5.45E-01	-1.36E+00	6.69E-01	-4.94E-01	-2.09E+01	2.72E+01	bad-chisq
group_1109	1.70E-01	6.52E-05	3.00E-01	1.05E+00	1.12E+00	-9.55E-01	-2.21E+01	3.17E+01	bad-chisq
group_810	1.70E-01	6.24E-02	2.62E-01	-8.43E-01	7.57E-01	-7.21E-01	-2.57E+01	3.52E+01	
