variant	af	filter-pvalue	lrt-pvalue	beta	beta-std-err	intercept	notes
group_1286	9.90E-01	3.15E-01	1.00E+00	1.12E+00	4.97E+00	-1.10E+00	bad-chisq
group_1282	9.90E-01	3.15E-01	1.00E+00	1.12E+00	4.97E+00	-1.10E+00	bad-chisq
group_1280	9.90E-01	3.15E-01	1.00E+00	1.12E+00	4.97E+00	-1.10E+00	bad-chisq
group_1277	9.90E-01	3.15E-01	1.00E+00	1.12E+00	4.97E+00	-1.10E+00	bad-chisq
group_1273	9.90E-01	3.15E-01	1.00E+00	1.12E+00	4.97E+00	-1.10E+00	bad-chisq
group_1266	9.90E-01	3.15E-01	1.00E+00	-1.12E+00	4.97E+00	1.10E+00	bad-chisq
yjaB	9.90E-01	3.15E-01	1.00E+00	-1.12E+00	4.97E+00	1.10E+00	bad-chisq
group_1253	9.90E-01	3.15E-01	1.00E+00	-1.12E+00	4.97E+00	1.10E+00	bad-chisq
group_1238	9.90E-01	3.15E-01	1.00E+00	1.12E+00	4.97E+00	-1.10E+00	bad-chisq
group_1172	9.90E-01	3.15E-01	1.00E+00	-1.12E+00	4.97E+00	1.10E+00	bad-chisq
group_1144	9.90E-01	3.15E-01	1.00E+00	1.12E+00	4.97E+00	-1.10E+00	bad-chisq
group_1108	9.90E-01	3.15E-01	1.00E+00	1.12E+00	4.97E+00	-1.10E+00	bad-chisq
group_1091	9.90E-01	3.15E-01	1.00E+00	1.12E+00	4.97E+00	-1.10E+00	bad-chisq
group_1090	9.90E-01	3.15E-01	1.00E+00	-1.12E+00	4.97E+00	1.10E+00	bad-chisq
ytiA	9.90E-01	3.15E-01	1.00E+00	1.12E+00	4.97E+00	-1.10E+00	bad-chisq
group_1067	9.90E-01	3.15E-01	1.00E+00	1.12E+00	4.97E+00	-1.10E+00	bad-chisq
group_1052	9.90E-01	3.15E-01	1.00E+00	1.12E+00	4.97E+00	-1.10E+00	bad-chisq
group_1042	9.90E-01	3.15E-01	1.00E+00	-1.12E+00	4.97E+00	1.10E+00	bad-chisq
group_1027	9.90E-01	3.15E-01	1.00E+00	1.12E+00	4.97E+00	-1.10E+00	bad-chisq
group_1014	9.90E-01	3.15E-01	1.00E+00	1.12E+00	4.97E+00	-1.10E+00	bad-chisq
group_1011	9.90E-01	3.15E-01	1.00E+00	-1.12E+00	4.97E+00	1.10E+00	bad-chisq
group_1005	9.90E-01	3.15E-01	1.00E+00	1.12E+00	4.97E+00	-1.10E+00	bad-chisq
group_1001	9.90E-01	3.15E-01	1.00E+00	1.12E+00	4.97E+00	-1.10E+00	bad-chisq
ycgZ	9.90E-01	3.15E-01	1.00E+00	1.12E+00	4.97E+00	-1.10E+00	bad-chisq
group_913	9.90E-01	3.15E-01	1.00E+00	-1.12E+00	4.97E+00	1.10E+00	bad-chisq
group_876	9.90E-01	3.15E-01	1.00E+00	1.12E+00	4.97E+00	-1.10E+00	bad-chisq
pucI	9.90E-01	3.15E-01	1.00E+00	-1.12E+00	4.97E+00	1.10E+00	bad-chisq
group_841	9.90E-01	3.15E-01	1.00E+00	-1.12E+00	4.97E+00	1.10E+00	bad-chisq
group_788	9.90E-01	3.15E-01	1.00E+00	-1.12E+00	4.97E+00	1.10E+00	bad-chisq
group_775	9.90E-01	3.15E-01	1.00E+00	-1.12E+00	4.97E+00	1.10E+00	bad-chisq
group_732	9.90E-01	3.15E-01	1.00E+00	1.12E+00	4.97E+00	-1.10E+00	bad-chisq
group_731	9.90E-01	3.15E-01	1.00E+00	1.12E+00	4.97E+00	-1.10E+00	bad-chisq
hemP	9.90E-01	3.15E-01	1.00E+00	-1.12E+00	4.97E+00	1.10E+00	bad-chisq
group_715	9.90E-01	3.15E-01	1.00E+00	-1.12E+00	4.97E+00	1.10E+00	bad-chisq
group_704	9.90E-01	3.15E-01	1.00E+00	1.12E+00	4.97E+00	-1.10E+00	bad-chisq
group_667	9.90E-01	3.15E-01	1.00E+00	-1.12E+00	4.97E+00	1.10E+00	bad-chisq
pulD	9.90E-01	3.15E-01	1.00E+00	1.12E+00	4.97E+00	-1.10E+00	bad-chisq
group_640	9.90E-01	3.15E-01	1.00E+00	1.12E+00	4.97E+00	-1.10E+00	bad-chisq
group_623	9.90E-01	3.15E-01	1.00E+00	1.12E+00	4.97E+00	-1.10E+00	bad-chisq
group_612	9.90E-01	3.15E-01	1.00E+00	1.12E+00	4.97E+00	-1.10E+00	bad-chisq
group_608	9.90E-01	3.15E-01	1.00E+00	1.12E+00	4.97E+00	-1.10E+00	bad-chisq
betT	9.90E-01	3.15E-01	1.00E+00	1.12E+00	4.97E+00	-1.10E+00	bad-chisq
group_545	9.90E-01	3.15E-01	1.00E+00	1.12E+00	4.97E+00	-1.10E+00	bad-chisq
betI	9.90E-01	3.15E-01	1.00E+00	1.12E+00	4.97E+00	-1.10E+00	bad-chisq
cadA	9.90E-01	3.15E-01	1.00E+00	1.12E+00	4.97E+00	-1.10E+00	bad-chisq
tssA~~~impA	9.90E-01	3.15E-01	1.00E+00	1.12E+00	4.97E+00	-1.10E+00	bad-chisq
group_343	9.90E-01	3.15E-01	1.00E+00	1.12E+00	4.97E+00	-1.10E+00	bad-chisq
mscS	9.90E-01	3.15E-01	1.00E+00	1.12E+00	4.97E+00	-1.10E+00	bad-chisq
group_97	9.90E-01	3.15E-01	1.00E+00	1.12E+00	4.97E+00	-1.10E+00	bad-chisq
group_11	9.90E-01	3.15E-01	1.00E+00	1.12E+00	4.97E+00	-1.10E+00	bad-chisq
group_8715	9.80E-01	1.53E-01	3.76E-01	1.65E+00	4.95E+00	-1.61E+00	bad-chisq
group_8689	9.80E-01	1.53E-01	3.76E-01	1.65E+00	4.95E+00	-1.61E+00	bad-chisq
group_8657	9.80E-01	1.53E-01	3.76E-01	1.65E+00	4.95E+00	-1.61E+00	bad-chisq
yqeG	9.80E-01	1.53E-01	3.76E-01	-1.65E+00	4.95E+00	1.61E+00	bad-chisq
dgoR	9.80E-01	1.53E-01	3.76E-01	1.65E+00	4.95E+00	-1.61E+00	bad-chisq
group_8619	9.80E-01	1.00E+00	1.00E+00	0.00E+00	4.95E+00	0.00E+00	bad-chisq
group_8613	9.80E-01	1.00E+00	1.00E+00	0.00E+00	4.95E+00	0.00E+00	bad-chisq
group_8594	9.80E-01	1.53E-01	3.76E-01	1.65E+00	4.95E+00	-1.61E+00	bad-chisq
group_8568	9.80E-01	1.53E-01	3.76E-01	1.65E+00	4.95E+00	-1.61E+00	bad-chisq
group_8531	9.80E-01	1.53E-01	3.76E-01	1.65E+00	4.95E+00	-1.61E+00	bad-chisq
group_8471	9.80E-01	1.53E-01	3.76E-01	1.65E+00	4.95E+00	-1.61E+00	bad-chisq
group_8465	9.80E-01	1.53E-01	3.76E-01	1.65E+00	4.95E+00	-1.61E+00	bad-chisq
group_8461	9.80E-01	1.53E-01	3.76E-01	1.65E+00	4.95E+00	-1.61E+00	bad-chisq
group_8447	9.80E-01	1.00E+00	1.00E+00	0.00E+00	4.95E+00	0.00E+00	bad-chisq
group_8430	9.80E-01	1.53E-01	3.76E-01	1.65E+00	4.95E+00	-1.61E+00	bad-chisq
group_8405	9.80E-01	1.53E-01	3.76E-01	1.65E+00	4.95E+00	-1.61E+00	bad-chisq
group_8257	9.80E-01	1.53E-01	3.76E-01	1.65E+00	4.95E+00	-1.61E+00	bad-chisq
group_8252	9.80E-01	1.00E+00	1.00E+00	0.00E+00	4.95E+00	0.00E+00	bad-chisq
group_7764	9.80E-01	1.53E-01	3.76E-01	-1.65E+00	4.95E+00	1.61E+00	bad-chisq
group_7758	9.80E-01	1.53E-01	3.76E-01	1.65E+00	4.95E+00	-1.61E+00	bad-chisq
yjdJ	9.80E-01	1.53E-01	3.76E-01	-1.65E+00	4.95E+00	1.61E+00	bad-chisq
group_6997	9.80E-01	1.53E-01	3.76E-01	1.65E+00	4.95E+00	-1.61E+00	bad-chisq
group_6848	9.80E-01	1.53E-01	3.76E-01	1.65E+00	4.95E+00	-1.61E+00	bad-chisq
group_6833	9.80E-01	1.00E+00	1.00E+00	0.00E+00	4.95E+00	0.00E+00	bad-chisq
group_6673	9.80E-01	1.53E-01	3.76E-01	1.65E+00	4.95E+00	-1.61E+00	bad-chisq
group_6512	9.80E-01	1.53E-01	3.76E-01	1.65E+00	4.95E+00	-1.61E+00	bad-chisq
fimG	9.80E-01	1.53E-01	3.76E-01	-1.65E+00	4.95E+00	1.61E+00	bad-chisq
group_6227	9.80E-01	1.53E-01	3.76E-01	1.65E+00	4.95E+00	-1.61E+00	bad-chisq
group_5982	9.80E-01	1.53E-01	3.76E-01	1.65E+00	4.95E+00	-1.61E+00	bad-chisq
group_5691	9.80E-01	1.00E+00	1.00E+00	0.00E+00	4.95E+00	0.00E+00	bad-chisq
group_5492	9.80E-01	1.53E-01	3.76E-01	1.65E+00	4.95E+00	-1.61E+00	bad-chisq
group_5463	9.80E-01	1.53E-01	3.76E-01	1.65E+00	4.95E+00	-1.61E+00	bad-chisq
group_5419	9.80E-01	1.53E-01	3.76E-01	1.65E+00	4.95E+00	-1.61E+00	bad-chisq
group_5305	9.80E-01	1.00E+00	1.00E+00	0.00E+00	4.95E+00	0.00E+00	bad-chisq
group_5231	9.80E-01	1.00E+00	1.00E+00	0.00E+00	4.95E+00	0.00E+00	bad-chisq
group_5213	9.80E-01	1.53E-01	3.76E-01	1.65E+00	4.95E+00	-1.61E+00	bad-chisq
group_5099	9.80E-01	1.53E-01	3.76E-01	1.65E+00	4.95E+00	-1.61E+00	bad-chisq
group_4970	9.80E-01	1.53E-01	3.76E-01	1.65E+00	4.95E+00	-1.61E+00	bad-chisq
fimH	9.80E-01	1.53E-01	3.76E-01	-1.65E+00	4.95E+00	1.61E+00	bad-chisq
group_4694	9.80E-01	1.53E-01	3.76E-01	-1.65E+00	4.95E+00	1.61E+00	bad-chisq
group_4571	9.80E-01	1.53E-01	3.76E-01	1.65E+00	4.95E+00	-1.61E+00	bad-chisq
mdtN	9.80E-01	1.53E-01	3.76E-01	-1.65E+00	4.95E+00	1.61E+00	bad-chisq
group_4236	9.80E-01	1.00E+00	1.00E+00	0.00E+00	4.95E+00	0.00E+00	bad-chisq
group_4198	9.80E-01	1.53E-01	3.76E-01	1.65E+00	4.95E+00	-1.61E+00	bad-chisq
group_4151	9.80E-01	1.53E-01	3.76E-01	-1.65E+00	4.95E+00	1.61E+00	bad-chisq
group_4102	9.80E-01	1.53E-01	3.76E-01	-1.65E+00	4.95E+00	1.61E+00	bad-chisq
group_4077	9.80E-01	1.00E+00	1.00E+00	0.00E+00	4.95E+00	0.00E+00	bad-chisq
group_4070	9.80E-01	1.53E-01	3.76E-01	1.65E+00	4.95E+00	-1.61E+00	bad-chisq
urtC	9.80E-01	1.53E-01	3.76E-01	1.65E+00	4.95E+00	-1.61E+00	bad-chisq
group_3835	9.80E-01	1.53E-01	3.76E-01	-1.65E+00	4.95E+00	1.61E+00	bad-chisq
group_3725	9.80E-01	1.53E-01	3.76E-01	-1.65E+00	4.95E+00	1.61E+00	bad-chisq
group_3680	9.80E-01	1.53E-01	3.76E-01	-1.65E+00	4.95E+00	1.61E+00	bad-chisq
group_3660	9.80E-01	1.53E-01	3.76E-01	-1.65E+00	4.95E+00	1.61E+00	bad-chisq
fimB	9.80E-01	1.53E-01	3.76E-01	-1.65E+00	4.95E+00	1.61E+00	bad-chisq
group_3614	9.80E-01	1.53E-01	3.76E-01	-1.65E+00	4.95E+00	1.61E+00	bad-chisq
group_3543	9.80E-01	1.00E+00	1.00E+00	0.00E+00	4.95E+00	0.00E+00	bad-chisq
nepI	9.80E-01	1.53E-01	3.76E-01	-1.65E+00	4.95E+00	1.61E+00	bad-chisq
group_3498	9.80E-01	1.53E-01	3.76E-01	-1.65E+00	4.95E+00	1.61E+00	bad-chisq
insA	9.80E-01	1.53E-01	3.76E-01	1.65E+00	4.95E+00	-1.61E+00	bad-chisq
fimE	9.80E-01	1.53E-01	3.76E-01	-1.65E+00	4.95E+00	1.61E+00	bad-chisq
group_3325	9.80E-01	1.53E-01	3.76E-01	1.65E+00	4.95E+00	-1.61E+00	bad-chisq
fimI	9.80E-01	1.53E-01	3.76E-01	-1.65E+00	4.95E+00	1.61E+00	bad-chisq
mgtC	9.80E-01	1.00E+00	1.00E+00	0.00E+00	4.95E+00	0.00E+00	bad-chisq
group_3277	9.80E-01	1.53E-01	3.76E-01	1.65E+00	4.95E+00	-1.61E+00	bad-chisq
group_3140	9.80E-01	1.00E+00	1.00E+00	0.00E+00	4.95E+00	0.00E+00	bad-chisq
group_3129	9.80E-01	1.53E-01	3.76E-01	-1.65E+00	4.95E+00	1.61E+00	bad-chisq
group_3120	9.80E-01	1.53E-01	3.76E-01	1.65E+00	4.95E+00	-1.61E+00	bad-chisq
group_3101	9.80E-01	1.53E-01	3.76E-01	-1.65E+00	4.95E+00	1.61E+00	bad-chisq
group_2976	9.80E-01	1.53E-01	3.76E-01	1.65E+00	4.95E+00	-1.61E+00	bad-chisq
group_2972	9.80E-01	1.00E+00	1.00E+00	0.00E+00	4.95E+00	0.00E+00	bad-chisq
group_2971	9.80E-01	1.53E-01	3.76E-01	1.65E+00	4.95E+00	-1.61E+00	bad-chisq
hdeB	9.80E-01	1.00E+00	1.00E+00	0.00E+00	4.95E+00	0.00E+00	bad-chisq
group_2933	9.80E-01	1.53E-01	3.76E-01	-1.65E+00	4.95E+00	1.61E+00	bad-chisq
group_2917	9.80E-01	1.00E+00	1.00E+00	0.00E+00	4.95E+00	0.00E+00	bad-chisq
yghA	9.80E-01	1.00E+00	1.00E+00	0.00E+00	4.95E+00	0.00E+00	bad-chisq
group_2900	9.80E-01	1.00E+00	1.00E+00	0.00E+00	4.95E+00	0.00E+00	bad-chisq
group_2870	9.80E-01	1.53E-01	3.76E-01	1.65E+00	4.95E+00	-1.61E+00	bad-chisq
group_2859	9.80E-01	1.00E+00	1.00E+00	0.00E+00	4.95E+00	0.00E+00	bad-chisq
group_2853	9.80E-01	1.53E-01	3.76E-01	1.65E+00	4.95E+00	-1.61E+00	bad-chisq
group_2837	9.80E-01	1.53E-01	3.76E-01	1.65E+00	4.95E+00	-1.61E+00	bad-chisq
group_2790	9.80E-01	1.53E-01	3.76E-01	-1.65E+00	4.95E+00	1.61E+00	bad-chisq
group_2787	9.80E-01	1.53E-01	3.76E-01	-1.65E+00	4.95E+00	1.61E+00	bad-chisq
group_2753	9.80E-01	1.00E+00	1.00E+00	0.00E+00	4.95E+00	0.00E+00	bad-chisq
group_2660	9.80E-01	1.00E+00	1.00E+00	0.00E+00	4.95E+00	0.00E+00	bad-chisq
group_2659	9.80E-01	1.00E+00	1.00E+00	0.00E+00	4.95E+00	0.00E+00	bad-chisq
group_2563	9.80E-01	1.53E-01	3.76E-01	-1.65E+00	4.95E+00	1.61E+00	bad-chisq
fimA	9.80E-01	1.53E-01	3.76E-01	-1.65E+00	4.95E+00	1.61E+00	bad-chisq
group_2524	9.80E-01	1.00E+00	1.00E+00	0.00E+00	4.95E+00	0.00E+00	bad-chisq
group_2465	9.80E-01	1.00E+00	1.00E+00	0.00E+00	4.95E+00	0.00E+00	bad-chisq
fimC	9.80E-01	1.53E-01	3.76E-01	-1.65E+00	4.95E+00	1.61E+00	bad-chisq
ydbC	9.80E-01	1.53E-01	3.76E-01	-1.65E+00	4.95E+00	1.61E+00	bad-chisq
group_2380	9.80E-01	1.53E-01	3.76E-01	1.65E+00	4.95E+00	-1.61E+00	bad-chisq
group_2363	9.80E-01	1.00E+00	1.00E+00	0.00E+00	4.95E+00	0.00E+00	bad-chisq
group_2360	9.80E-01	1.00E+00	1.00E+00	0.00E+00	4.95E+00	0.00E+00	bad-chisq
group_2341	9.80E-01	1.53E-01	3.76E-01	1.65E+00	4.95E+00	-1.61E+00	bad-chisq
group_2337	9.80E-01	1.53E-01	3.76E-01	1.65E+00	4.95E+00	-1.61E+00	bad-chisq
yajO	9.80E-01	1.00E+00	1.00E+00	0.00E+00	4.95E+00	0.00E+00	bad-chisq
group_2290	9.80E-01	1.53E-01	3.76E-01	-1.65E+00	4.95E+00	1.61E+00	bad-chisq
group_2285	9.80E-01	1.00E+00	1.00E+00	0.00E+00	4.95E+00	0.00E+00	bad-chisq
group_2282	9.80E-01	1.53E-01	3.76E-01	1.65E+00	4.95E+00	-1.61E+00	bad-chisq
group_2275	9.80E-01	1.53E-01	3.76E-01	1.65E+00	4.95E+00	-1.61E+00	bad-chisq
yphG	9.80E-01	1.53E-01	3.76E-01	1.65E+00	4.95E+00	-1.61E+00	bad-chisq
group_2266	9.80E-01	1.53E-01	3.76E-01	1.65E+00	4.95E+00	-1.61E+00	bad-chisq
group_2165	9.80E-01	1.53E-01	3.76E-01	1.65E+00	4.95E+00	-1.61E+00	bad-chisq
group_2159	9.80E-01	1.53E-01	3.76E-01	-1.65E+00	4.95E+00	1.61E+00	bad-chisq
araC	9.80E-01	1.53E-01	3.76E-01	-1.65E+00	4.95E+00	1.61E+00	bad-chisq
group_2071	9.80E-01	1.53E-01	3.76E-01	-1.65E+00	4.95E+00	1.61E+00	bad-chisq
group_2052	9.80E-01	1.53E-01	3.76E-01	1.65E+00	4.95E+00	-1.61E+00	bad-chisq
group_1987	9.80E-01	1.53E-01	3.76E-01	1.65E+00	4.95E+00	-1.61E+00	bad-chisq
group_1931	9.80E-01	1.00E+00	1.00E+00	0.00E+00	4.95E+00	0.00E+00	bad-chisq
group_1929	9.80E-01	1.00E+00	1.00E+00	0.00E+00	4.95E+00	0.00E+00	bad-chisq
ybbJ	9.80E-01	1.53E-01	3.76E-01	1.65E+00	4.95E+00	-1.61E+00	bad-chisq
fimF	9.80E-01	1.53E-01	3.76E-01	-1.65E+00	4.95E+00	1.61E+00	bad-chisq
group_1731	9.80E-01	1.53E-01	3.76E-01	1.65E+00	4.95E+00	-1.61E+00	bad-chisq
group_1697	9.80E-01	1.53E-01	3.76E-01	1.65E+00	4.95E+00	-1.61E+00	bad-chisq
group_1615	9.80E-01	1.53E-01	3.76E-01	1.65E+00	4.95E+00	-1.61E+00	bad-chisq
group_1568	9.80E-01	1.53E-01	3.76E-01	-1.65E+00	4.95E+00	1.61E+00	bad-chisq
group_1491	9.80E-01	1.00E+00	1.00E+00	0.00E+00	4.95E+00	0.00E+00	bad-chisq
group_1486	9.80E-01	1.00E+00	1.00E+00	0.00E+00	4.95E+00	0.00E+00	bad-chisq
group_1472	9.80E-01	1.00E+00	1.00E+00	0.00E+00	4.95E+00	0.00E+00	bad-chisq
group_1461	9.80E-01	1.00E+00	1.00E+00	0.00E+00	4.95E+00	0.00E+00	bad-chisq
group_1457	9.80E-01	1.00E+00	1.00E+00	0.00E+00	4.95E+00	0.00E+00	bad-chisq
group_1316	9.80E-01	1.53E-01	3.76E-01	1.65E+00	4.95E+00	-1.61E+00	bad-chisq
group_1314	9.80E-01	1.53E-01	3.76E-01	1.65E+00	4.95E+00	-1.61E+00	bad-chisq
fimK	9.80E-01	1.53E-01	3.76E-01	-1.65E+00	4.95E+00	1.61E+00	bad-chisq
ydiF	9.80E-01	1.53E-01	3.76E-01	1.65E+00	4.95E+00	-1.61E+00	bad-chisq
group_1215	9.80E-01	1.53E-01	3.76E-01	-1.65E+00	4.95E+00	1.61E+00	bad-chisq
group_1208	9.80E-01	1.00E+00	1.00E+00	0.00E+00	4.95E+00	0.00E+00	bad-chisq
group_1181	9.80E-01	1.00E+00	1.00E+00	0.00E+00	4.95E+00	0.00E+00	bad-chisq
group_1120	9.80E-01	1.00E+00	1.00E+00	0.00E+00	4.95E+00	0.00E+00	bad-chisq
ytcA	9.80E-01	1.53E-01	3.76E-01	-1.65E+00	4.95E+00	1.61E+00	bad-chisq
group_1069	9.80E-01	1.53E-01	3.76E-01	1.65E+00	4.95E+00	-1.61E+00	bad-chisq
group_1039	9.80E-01	1.53E-01	3.76E-01	-1.65E+00	4.95E+00	1.61E+00	bad-chisq
group_995	9.80E-01	1.53E-01	3.76E-01	1.65E+00	4.95E+00	-1.61E+00	bad-chisq
group_951	9.80E-01	1.53E-01	3.76E-01	1.65E+00	4.95E+00	-1.61E+00	bad-chisq
group_929	9.80E-01	1.53E-01	3.76E-01	-1.65E+00	4.95E+00	1.61E+00	bad-chisq
group_901	9.80E-01	1.53E-01	3.76E-01	-1.65E+00	4.95E+00	1.61E+00	bad-chisq
ywbA	9.80E-01	1.53E-01	3.76E-01	1.65E+00	4.95E+00	-1.61E+00	bad-chisq
group_860	9.80E-01	1.53E-01	3.76E-01	1.65E+00	4.95E+00	-1.61E+00	bad-chisq
group_838	9.80E-01	1.00E+00	1.00E+00	0.00E+00	4.95E+00	0.00E+00	bad-chisq
group_820	9.80E-01	1.53E-01	3.76E-01	1.65E+00	4.95E+00	-1.61E+00	bad-chisq
group_625	9.80E-01	1.53E-01	3.76E-01	1.65E+00	4.95E+00	-1.61E+00	bad-chisq
group_610	9.80E-01	1.00E+00	1.00E+00	0.00E+00	4.95E+00	0.00E+00	bad-chisq
group_564	9.80E-01	1.53E-01	3.76E-01	1.65E+00	4.95E+00	-1.61E+00	bad-chisq
lysR~~~pgrR	9.80E-01	1.53E-01	3.76E-01	1.65E+00	4.95E+00	-1.61E+00	bad-chisq
group_303	9.80E-01	1.53E-01	3.76E-01	1.65E+00	4.95E+00	-1.61E+00	bad-chisq
group_302	9.80E-01	1.53E-01	3.76E-01	1.65E+00	4.95E+00	-1.61E+00	bad-chisq
group_277	9.80E-01	1.53E-01	3.76E-01	1.65E+00	4.95E+00	-1.61E+00	bad-chisq
bamA	9.80E-01	1.53E-01	3.76E-01	1.65E+00	4.95E+00	-1.61E+00	bad-chisq
group_251	9.80E-01	1.53E-01	3.76E-01	1.65E+00	4.95E+00	-1.61E+00	bad-chisq
dhaT	9.80E-01	1.53E-01	3.76E-01	1.65E+00	4.95E+00	-1.61E+00	bad-chisq
group_61	9.80E-01	1.53E-01	3.76E-01	1.65E+00	4.95E+00	-1.61E+00	bad-chisq
group_50	9.80E-01	1.53E-01	3.76E-01	-1.65E+00	4.95E+00	1.61E+00	bad-chisq
pgtP	9.80E-01	1.00E+00	1.00E+00	0.00E+00	4.95E+00	0.00E+00	bad-chisq
group_8726	9.70E-01	5.58E-01	1.00E+00	5.31E-01	4.92E+00	-5.11E-01	bad-chisq
group_8571	9.70E-01	5.58E-01	1.00E+00	5.31E-01	4.92E+00	-5.11E-01	bad-chisq
group_8549	9.70E-01	7.86E-02	1.29E-01	2.01E+00	4.92E+00	-1.95E+00	bad-chisq
group_8543	9.70E-01	5.58E-01	1.00E+00	5.31E-01	4.92E+00	-5.11E-01	bad-chisq
group_8506	9.70E-01	5.58E-01	1.00E+00	5.31E-01	4.92E+00	-5.11E-01	bad-chisq
group_8466	9.70E-01	5.58E-01	1.00E+00	5.31E-01	4.92E+00	-5.11E-01	bad-chisq
group_8458	9.70E-01	5.58E-01	1.00E+00	5.31E-01	4.92E+00	-5.11E-01	bad-chisq
group_8445	9.70E-01	5.58E-01	1.00E+00	5.31E-01	4.92E+00	-5.11E-01	bad-chisq
narL	9.70E-01	5.58E-01	1.00E+00	-5.31E-01	4.92E+00	5.11E-01	bad-chisq
yphH	9.70E-01	7.86E-02	1.29E-01	2.01E+00	4.92E+00	-1.95E+00	bad-chisq
group_7830	9.70E-01	7.86E-02	1.29E-01	-2.01E+00	4.92E+00	1.95E+00	bad-chisq
yefM	9.70E-01	5.58E-01	1.00E+00	5.31E-01	4.92E+00	-5.11E-01	bad-chisq
group_7448	9.70E-01	7.86E-02	1.29E-01	2.01E+00	4.92E+00	-1.95E+00	bad-chisq
group_6914	9.70E-01	5.58E-01	1.00E+00	5.31E-01	4.92E+00	-5.11E-01	bad-chisq
hcp	9.70E-01	5.58E-01	1.00E+00	-5.31E-01	4.92E+00	5.11E-01	bad-chisq
mrkA	9.70E-01	7.86E-02	1.29E-01	-2.01E+00	4.92E+00	1.95E+00	bad-chisq
group_4820	9.70E-01	5.58E-01	1.00E+00	5.31E-01	4.92E+00	-5.11E-01	bad-chisq
group_4522	9.70E-01	5.58E-01	1.00E+00	5.31E-01	4.92E+00	-5.11E-01	bad-chisq
group_4113	9.70E-01	5.58E-01	1.00E+00	5.31E-01	4.92E+00	-5.11E-01	bad-chisq
group_3912	9.70E-01	7.86E-02	1.29E-01	-2.01E+00	4.92E+00	1.95E+00	bad-chisq
ygbN	9.70E-01	7.86E-02	1.29E-01	-2.01E+00	4.92E+00	1.95E+00	bad-chisq
group_3836	9.70E-01	5.58E-01	1.00E+00	-5.31E-01	4.92E+00	5.11E-01	bad-chisq
group_3805	9.70E-01	7.86E-02	1.29E-01	-2.01E+00	4.92E+00	1.95E+00	bad-chisq
group_3739	9.70E-01	7.86E-02	1.29E-01	2.01E+00	4.92E+00	-1.95E+00	bad-chisq
group_3657	9.70E-01	7.86E-02	1.29E-01	-2.01E+00	4.92E+00	1.95E+00	bad-chisq
group_3494	9.70E-01	5.58E-01	1.00E+00	5.31E-01	4.92E+00	-5.11E-01	bad-chisq
mrkI~~~luxR	9.70E-01	7.86E-02	1.29E-01	-2.01E+00	4.92E+00	1.95E+00	bad-chisq
group_3376	9.70E-01	5.58E-01	1.00E+00	-5.31E-01	4.92E+00	5.11E-01	bad-chisq
group_3369	9.70E-01	5.58E-01	1.00E+00	-5.31E-01	4.92E+00	5.11E-01	bad-chisq
group_3368	9.70E-01	7.86E-02	1.29E-01	-2.01E+00	4.92E+00	1.95E+00	bad-chisq
group_3363	9.70E-01	7.86E-02	1.29E-01	-2.01E+00	4.92E+00	1.95E+00	bad-chisq
group_3358	9.70E-01	5.58E-01	1.00E+00	5.31E-01	4.92E+00	-5.11E-01	bad-chisq
group_3333	9.70E-01	7.86E-02	1.29E-01	-2.01E+00	4.92E+00	1.95E+00	bad-chisq
group_3318	9.70E-01	5.58E-01	1.00E+00	5.31E-01	4.92E+00	-5.11E-01	bad-chisq
mrkH	9.70E-01	7.86E-02	1.29E-01	-2.01E+00	4.92E+00	1.95E+00	bad-chisq
group_3234	9.70E-01	7.86E-02	1.29E-01	-2.01E+00	4.92E+00	1.95E+00	bad-chisq
tssL	9.70E-01	5.58E-01	1.00E+00	-5.31E-01	4.92E+00	5.11E-01	bad-chisq
group_3091	9.70E-01	5.58E-01	1.00E+00	5.31E-01	4.92E+00	-5.11E-01	bad-chisq
group_2982	9.70E-01	5.58E-01	1.00E+00	-5.31E-01	4.92E+00	5.11E-01	bad-chisq
mrkJ~~~ydiV	9.70E-01	7.86E-02	1.29E-01	-2.01E+00	4.92E+00	1.95E+00	bad-chisq
group_2694	9.70E-01	5.58E-01	1.00E+00	5.31E-01	4.92E+00	-5.11E-01	bad-chisq
dotU	9.70E-01	5.58E-01	1.00E+00	-5.31E-01	4.92E+00	5.11E-01	bad-chisq
evpB~~~tssC	9.70E-01	5.58E-01	1.00E+00	-5.31E-01	4.92E+00	5.11E-01	bad-chisq
group_2553	9.70E-01	7.86E-02	1.29E-01	-2.01E+00	4.92E+00	1.95E+00	bad-chisq
group_2533	9.70E-01	5.58E-01	1.00E+00	5.31E-01	4.92E+00	-5.11E-01	bad-chisq
mrkD	9.70E-01	7.86E-02	1.29E-01	-2.01E+00	4.92E+00	1.95E+00	bad-chisq
group_2467	9.70E-01	7.86E-02	1.29E-01	-2.01E+00	4.92E+00	1.95E+00	bad-chisq
tssI~~~vgrG	9.70E-01	5.58E-01	1.00E+00	-5.31E-01	4.92E+00	5.11E-01	bad-chisq
group_2455	9.70E-01	5.58E-01	1.00E+00	-5.31E-01	4.92E+00	5.11E-01	bad-chisq
ychO	9.70E-01	5.58E-01	1.00E+00	-5.31E-01	4.92E+00	5.11E-01	bad-chisq
